initials	subj	item	cond	question	response
M R	5	22	c	خواهرم عکس را قاب با سلیقه کرد	2
M R	5	23	c	نادر پاکت را قیچی با احتیاط کرد	1
M R	5	24	c	سر تیر تا پایش می کشید	1
M R	5	25	c	نجار قفسه را تراش با دقت داد	4
M R	5	26	c	رویا آتش از عصبانیت گرفت	1
M R	5	27	c	امیرعلی درآمدش را دود با هروئین کرد	1
M R	5	28	c	شادی موج در چشمهایش می زد	6
M R	5	29	c	پلیس راهم را سد با ماشین کرد	3
M R	5	30	c	مجری تپق در برنامه زد	3
M R	5	31	c	مرتضی ماشینش را پارک جلوی در کرد	1
M R	5	32	c	غذای دیروز مزه به من داد	4
M R	5	33	c	خاطره ای نقش در ذهنم بست	1
M R	5	34	c	من چمدان را وزن با ترازو کردم	1
M R	5	35	c	کبوتر تخم در لانه گذاشت	5
M R	5	36	c	پونه سرما زیر باران خورد	2
M R	5	1	filler	من و بهاره دیروز با هم به مدرسه رفتیم	7
M R	5	2	filler	بالاخره داریوش تصمیم گرفت ماشینش را بفروشد	7
M R	5	3	filler	دیشب مهمانیِ دوستِ خواهرم خیلی خوش گذشت	7
M R	5	4	filler	آیدا باید همه‏ ی لباس‏ هایش را می‏ شست	7
M R	5	5	filler	احمد به امید فوتِ پدرش را تسلیت گفت	6
M R	5	6	filler	من دیروز همه ‏ی کلوچه ‏ها را خوردم	7
M R	5	7	filler	من با کمکِ همسایه دیوارِ حیاط را رنگ کردم	6
M R	5	8	filler	من در کودکی خیلی شیطنت می‏ کردم	7
M R	5	9	filler	من دیروز با شریکم قرار گذاشتم	7
M R	5	10	filler	پریناز دیشب به جشنِ تولدِ دوستش رفت	7
M R	5	11	filler	بعد از رفتن پروین آب از آب تکان نخورد	7
M R	5	12	filler	نظم این خانه قابل احترام است	7
M R	5	13	filler	دکتر گفت می‏ توانم ورزش کنم	7
M R	5	14	filler	من همیشه از هواپیما می ‏ترسیدم	7
M R	5	15	filler	سیامک روزبه را بخشید	7
M R	5	16	filler	پدرِ کیوان ورشکست شد	7
M R	5	17	filler	معلم حسابی تشویقم کرد	7
M R	5	18	filler	همکلاسیِ من خیلی درس می‏ خواند	7
M R	5	19	filler	غزاله دیروز ساعت‏ ها رویِ نیمکتِ پارک نشست	7
M R	5	20	filler	تو آدم بی‏ ملاحظه‏ ای هستی	7
M R	5	21	filler	زهره در دانشگاهِ آزاد پارسال قبول شد	6
M R	5	22	filler	من دیشب به خانه دوستانم را دعوت کردم	3
M R	5	23	filler	افسانه  از چیزی هیچ وقت شکایت نمی‏ کرد	7
M R	5	24	filler	نوید تصمیم گرفت برود به سربازی	7
M R	5	25	filler	خواب عمیقی دیشب کردم	4
M R	5	26	filler	من دیروز نخریدم هیچ لباسی	1
M R	5	27	filler	دیروز نتوانست داوود سر کار برود	6
M R	5	28	filler	زیاد الهه از قبولیش در دانشگاه خوشحال نبود	6
M R	5	29	filler	به خانه دخترخاله‏ ام دیشب رفته‏ بودم	4
M R	5	30	filler	به رستورانِ همیشگی رفتم من	5
M R	5	31	filler	به خاطرِ من پروانه تلویزیون را خاموش کرد	6
M R	5	32	filler	سهیل تصمیم گرفته بود که در جریان مادرش را بگذارد	2
M R	5	33	filler	خیلی آهنگ پیمان در من اثر گذاشت	6
M R	5	34	filler	پشتکار خوبی مهرداد دارد	6
M R	5	35	filler	من تماس با دوستم در لندن گرفتم	6
M R	5	36	filler	من فوتبالیست هیچ‏ وقت خوبی نبودم	1
M R	5	37	filler	ما زیر باران موش آب‏ کشیده آن شب شدیم	4
M R	5	38	filler	دیروز غذا مادرم نپخته بود	5
M R	5	39	filler	تمامِ روز را میلاد رانندگی کرد	7
M R	5	40	filler	من زود دیروز به خانه برگشتم	5
M R	5	41	filler	بیژن رادیو اهلِ نیست	1
M R	5	42	filler	"42.	شهاب و آوا  از با هم شمال برگشتند"	1
M R	5	43	filler	فرید از کار پشیمان خود نبود	1
M R	5	44	filler	با دیروز دوستانم به رستوران رفتم	1
M R	5	45	filler	محمود خرید مسئول خواروبار بود	1
M R	5	46	filler	شیما گم زمان را کرده بود	1
M R	5	47	filler	من مونا را دیده همین تازگی ‏ بودم	1
M R	5	48	filler	محمد یک به زهرا انگشتر هدیه داد	1
M R	5	49	filler	دیشب زیاد اشتها آزاده نداشت	5
M R	5	50	filler	من از خوشم شوخیِ دیروزِ سحر نیامد	1
M R	5	51	filler	چشم‏های قرمز فریبا شده بود	1
M R	5	52	filler	متوجه هانیه اشتباهش شد	1
M R	5	53	filler	ابراهیم همان را ادامه کار قدیمی داد	3
M R	5	54	filler	فهیمه سر دو هفته پیش کار نرفت	1
M R	5	55	filler	دختر خوش ژاله ‏سلیقه ‏ای است	1
M R	5	56	filler	برای من اصلا برادرم اهمیت ندارم	1
M R	5	57	filler	من مشکل آدم ‏پسندی هستم	1
M R	5	58	filler	پدر کیوان محکمی مرد ‏است	2
M R	5	59	filler	برگشتنم عجیب برای همه بود	2
M R	5	60	filler	خانه ی خیلی مادربزرگم قدیمی است	1
P M	6	1	a	رئیسم مرا اخراج از کار کرد	3
P M	6	2	a	همکارم نامه ای ارسال به من کرد	3
P M	6	3	a	مدیرعامل کارمندان جدیدی استخدام در شرکت کرد	5
P M	6	4	a	دوستم در مورد این خبر اطلاع به من داد	3
P M	6	5	a	استادم نظرش را در مورد این مقاله اظهار به من کرد	1
P M	6	6	a	دانشمندان موادی استخراج از نفت کردند	2
P M	6	7	a	رستوران جدیدی افتتاح در محل شد	4
P M	6	8	a	دخترم کار خود را آغاز در شرکت کرد	1
P M	6	9	a	پدر مرا صبح زود بیدار از خوا ب کرد	1
P M	6	10	a	دوستم سعی می کرد مرا تحریک با حرفهایش کند	6
P M	6	11	a	نسرین بالاخره توانست تحقق به آرزویش ببخشد	5
P M	6	12	a	همسرم دائم نظرش را تحمیل به من می کرد	5
P M	6	13	a	مشاور آینده روشنی را ترسیم برای من کرد	5
P M	6	14	a	شریکم سود شرکت را تقسیم با من کرد	4
P M	6	15	a	کارگردان انتقادی دریافت در مورد فیلم کرد	1
P M	6	16	a	یگان ویژه اعضای مافیا را محاصره با مهارت کرد	1
P M	6	17	a	او در مراسم ظاهر با اعتماد به نفس شد	1
P M	6	18	a	مجلس قانونی تصویب برای خانواده کرد	1
P M	6	19	a	مربی شانس بازیِ دوباره را دریغ از من کرد	3
P M	6	20	a	آوا فرزندش را ترجیح به مادرش داد	6
P M	6	21	a	ویراستار به سلیقه خود تصرف در کتاب کرد	7
P M	6	22	a	هنگامه پولی واریز برای من کرد	7
P M	6	23	a	من دیروز عیادت از خاله ام کردم	1
P M	6	24	a	پسرخاله ام اعزام به سربازی شد	7
P M	6	25	a	مادر سمیه حسابی تدارک برای مراسم دید	7
P M	6	26	a	مداح آیه ای قرائت از قرآن کرد	3
P M	6	27	a	پدر کودکش را حفاظت از خطر کرد	1
P M	6	28	a	معلم نکات آموزنده ای تدریس به من کرد	1
P M	6	29	a	سعید تصمیم گرفت اقامت در ایران کند	1
P M	6	30	a	پلیس ناآرامی ها را سرکوب به راحتی کرد	1
P M	6	31	a	سیما نگهداری از مادرش می کرد	7
P M	6	32	a	پدربزرگم بعد از سالها همچنان عداوت با برادرش می کرد	2
P M	6	33	a	دانش آموزان آن را در آزمایشگاه تجزیه به موادش کردند	3
P M	6	34	a	شاهین به کمک پدرش تحصیل در آمریکا کرد	4
P M	6	35	a	مدیر جدید قوانینی اعمال در سازمان کرد	5
P M	6	36	a	دشمن شهر را نابود با بی رحمی کرد	1
P M	6	1	b	مریم آرزویی برای من کرد	7
P M	6	2	b	علی آهنگی برای من زد	7
P M	6	3	b	مادرم دعایی برای من کرد	7
P M	6	4	b	حمید تقاضایی از مینا کرد	7
P M	6	5	b	حسن شکایتی از همسایه اش کرد	5
P M	6	6	b	خبرنگار برداشتی از حرفهای من کرد	7
P M	6	7	b	سپیده تحلیلی از مقاله کرد	7
P M	6	8	b	سارا انتظاری از من داشت	7
P M	6	9	b	همکارم سهمی از شرکت برد	7
P M	6	10	b	من خواهشی از مهسا کردم	7
P M	6	11	b	الهام عطری به لباسش زد	7
P M	6	12	b	محسن اتهامی به من زد	7
P M	6	13	b	رضا لبخندی به من زد	7
P M	6	14	b	مژگان تهمتی به من زد	7
P M	6	15	b	همسرم ضربه ای به من زد	7
P M	6	16	b	فرزاد حرفی به من زد	4
P M	6	17	b	معلم توصیه ای به من کرد	7
P M	6	18	b	کوروش نصیحتی به من کرد	7
P M	6	19	b	شبنم پیشنهادی به من داد	7
P M	6	20	b	بهنام راهنمایی به من کرد	6
P M	6	21	b	همسایه ام تذکری به من داد	7
P M	6	22	b	نیما سفارشی به من کرد	7
P M	6	23	b	آدم رباها هشداری به من دادند	7
P M	6	24	b	فرهاد قولی به من داد	7
P M	6	25	b	میترا دروغی به من گفت	7
P M	6	26	b	نیلوفر پیشرفتی در مدرسه کرد	5
P M	6	27	b	مجید لطفی به من کرد	7
P M	6	28	b	استاد صحبتی با شاگردش کرد	7
P M	6	29	b	سینا قراری با ندا گذاشت	5
P M	6	30	b	من حدسی در مورد ستاره زدم	7
P M	6	31	b	پژمان قضاوتی در مورد من کرد	7
P M	6	32	b	کاوه حسی در مورد پریسا کرد	7
P M	6	33	b	حامد استدلالی در مورد مسئله کرد	7
P M	6	34	b	حسین اشتباهی در مورد همسرش کرد	7
P M	6	35	b	نازنین تصمیمی در مورد خودش گرفت	7
P M	6	36	b	مهدی اعتراضی در دادگاه کرد	7
P M	6	1	c	گلناز اتو به لباسش زد	2
P M	6	2	c	شهره اتومبیل با دوستش راند	3
P M	6	3	c	علیرضا اشک برای مادرش می ریخت	7
P M	6	4	c	رئیس امضا برای من کرد	7
P M	6	5	c	نرگس آب از خجالت شد	1
P M	6	6	c	لاستیک باد از حرارت کرد	1
P M	6	7	c	کارگر صیقل به شیشه داد	4
P M	6	8	c	"8.	بازیگر گل در سینما کرد"	1
P M	6	9	c	راحله گوش به حرفم داد	7
P M	6	10	c	گوشهایم یخ در سرما بست	1
P M	6	11	c	نوشین زمین با زانو خورد	5
P M	6	12	c	همسایه ام در با عجله زد	4
P M	6	13	c	لباس ها برق از تمیزی می زد	1
P M	6	14	c	مغازه دار تلمبه به دوچرخه زد	6
P M	6	15	c	اتفاقی رخ برای من داد	1
P M	6	16	c	فرشید شاخ از تعجب درآورد	1
P M	6	17	c	درخت سیب شکوفه در باغ داد	7
P M	6	18	c	دهانم قفل از ترس شد	7
P M	6	19	c	ماهرخ مسکن در پاریس گزید	5
P M	6	20	c	مار نیش به من زد	5
P M	6	21	c	من خار در جمع شدم	1
P M	6	22	c	خواهرم عکس را قاب با سلیقه کرد	1
P M	6	23	c	نادر پاکت را قیچی با احتیاط کرد	1
P M	6	24	c	سر تیر تا پایش می کشید	1
P M	6	25	c	نجار قفسه را تراش با دقت داد	1
P M	6	26	c	رویا آتش از عصبانیت گرفت	1
P M	6	27	c	امیرعلی درآمدش را دود با هروئین کرد	1
P M	6	28	c	شادی موج در چشمهایش می زد	3
P M	6	29	c	پلیس راهم را سد با ماشین کرد	1
P M	6	30	c	مجری تپق در برنامه زد	7
P M	6	31	c	مرتضی ماشینش را پارک جلوی در کرد	1
P M	6	32	c	غذای دیروز مزه به من داد	6
P M	6	33	c	خاطره ای نقش در ذهنم بست	7
P M	6	34	c	من چمدان را وزن با ترازو کردم	1
P M	6	35	c	کبوتر تخم در لانه گذاشت	7
P M	6	36	c	پونه سرما زیر باران خورد	1
P M	6	1	filler	من و بهاره دیروز با هم به مدرسه رفتیم	7
P M	6	2	filler	بالاخره داریوش تصمیم گرفت ماشینش را بفروشد	7
P M	6	3	filler	دیشب مهمانیِ دوستِ خواهرم خیلی خوش گذشت	7
P M	6	4	filler	آیدا باید همه‏ ی لباس‏ هایش را می‏ شست	7
P M	6	5	filler	احمد به امید فوتِ پدرش را تسلیت گفت	7
P M	6	6	filler	من دیروز همه ‏ی کلوچه ‏ها را خوردم	7
P M	6	7	filler	من با کمکِ همسایه دیوارِ حیاط را رنگ کردم	7
P M	6	8	filler	من در کودکی خیلی شیطنت می‏ کردم	7
P M	6	9	filler	من دیروز با شریکم قرار گذاشتم	7
P M	6	10	filler	پریناز دیشب به جشنِ تولدِ دوستش رفت	7
P M	6	11	filler	بعد از رفتن پروین آب از آب تکان نخورد	7
P M	6	12	filler	نظم این خانه قابل احترام است	7
P M	6	13	filler	دکتر گفت می‏ توانم ورزش کنم	7
P M	6	14	filler	من همیشه از هواپیما می ‏ترسیدم	7
P M	6	15	filler	سیامک روزبه را بخشید	7
P M	6	16	filler	پدرِ کیوان ورشکست شد	7
P M	6	17	filler	معلم حسابی تشویقم کرد	7
P M	6	18	filler	همکلاسیِ من خیلی درس می‏ خواند	7
P M	6	19	filler	غزاله دیروز ساعت‏ ها رویِ نیمکتِ پارک نشست	7
P M	6	20	filler	تو آدم بی‏ ملاحظه‏ ای هستی	7
P M	6	21	filler	زهره در دانشگاهِ آزاد پارسال قبول شد	5
P M	6	22	filler	من دیشب به خانه دوستانم را دعوت کردم	6
P M	6	23	filler	افسانه  از چیزی هیچ وقت شکایت نمی‏ کرد	7
P M	6	24	filler	نوید تصمیم گرفت برود به سربازی	7
P M	6	25	filler	خواب عمیقی دیشب کردم	7
P M	6	26	filler	من دیروز نخریدم هیچ لباسی	1
P M	6	27	filler	دیروز نتوانست داوود سر کار برود	7
P M	6	28	filler	زیاد الهه از قبولیش در دانشگاه خوشحال نبود	7
P M	6	29	filler	به خانه دخترخاله‏ ام دیشب رفته‏ بودم	7
P M	6	30	filler	به رستورانِ همیشگی رفتم من	5
P M	6	31	filler	به خاطرِ من پروانه تلویزیون را خاموش کرد	7
P M	6	32	filler	سهیل تصمیم گرفته بود که در جریان مادرش را بگذارد	1
P M	6	33	filler	خیلی آهنگ پیمان در من اثر گذاشت	7
P M	6	34	filler	پشتکار خوبی مهرداد دارد	7
P M	6	35	filler	من تماس با دوستم در لندن گرفتم	5
P M	6	36	filler	من فوتبالیست هیچ‏ وقت خوبی نبودم	1
P M	6	37	filler	ما زیر باران موش آب‏ کشیده آن شب شدیم	1
P M	6	38	filler	دیروز غذا مادرم نپخته بود	7
P M	6	39	filler	تمامِ روز را میلاد رانندگی کرد	6
P M	6	40	filler	من زود دیروز به خانه برگشتم	7
P M	6	41	filler	بیژن رادیو اهلِ نیست	1
P M	6	42	filler	"42.	شهاب و آوا  از با هم شمال برگشتند"	1
P M	6	43	filler	فرید از کار پشیمان خود نبود	1
P M	6	44	filler	با دیروز دوستانم به رستوران رفتم	1
P M	6	45	filler	محمود خرید مسئول خواروبار بود	7
P M	6	46	filler	شیما گم زمان را کرده بود	1
P M	6	47	filler	من مونا را دیده همین تازگی ‏ بودم	1
P M	6	48	filler	محمد یک به زهرا انگشتر هدیه داد	1
P M	6	49	filler	دیشب زیاد اشتها آزاده نداشت	6
P M	6	50	filler	من از خوشم شوخیِ دیروزِ سحر نیامد	1
P M	6	51	filler	چشم‏های قرمز فریبا شده بود	1
P M	6	52	filler	متوجه هانیه اشتباهش شد	1
P M	6	53	filler	ابراهیم همان را ادامه کار قدیمی داد	1
P M	6	54	filler	فهیمه سر دو هفته پیش کار نرفت	1
P M	6	55	filler	دختر خوش ژاله ‏سلیقه ‏ای است	1
P M	6	56	filler	برای من اصلا برادرم اهمیت ندارم	1
P M	6	57	filler	من مشکل آدم ‏پسندی هستم	1
P M	6	58	filler	پدر کیوان محکمی مرد ‏است	1
P M	6	59	filler	برگشتنم عجیب برای همه بود	1
P M	6	60	filler	خانه ی خیلی مادربزرگم قدیمی است	1
S S	7	1	a	رئیسم مرا اخراج از کار کرد	5
S S	7	2	a	همکارم نامه ای ارسال به من کرد	6
S S	7	3	a	مدیرعامل کارمندان جدیدی استخدام در شرکت کرد	5
S S	7	4	a	دوستم در مورد این خبر اطلاع به من داد	7
S S	7	5	a	استادم نظرش را در مورد این مقاله اظهار به من کرد	4
S S	7	6	a	دانشمندان موادی استخراج از نفت کردند	2
S S	7	7	a	رستوران جدیدی افتتاح در محل شد	3
S S	7	8	a	دخترم کار خود را آغاز در شرکت کرد	3
S S	7	9	a	پدر مرا صبح زود بیدار از خوا ب کرد	4
S S	7	10	a	دوستم سعی می کرد مرا تحریک با حرفهایش کند	3
S S	7	11	a	نسرین بالاخره توانست تحقق به آرزویش ببخشد	3
S S	7	12	a	همسرم دائم نظرش را تحمیل به من می کرد	2
S S	7	13	a	مشاور آینده روشنی را ترسیم برای من کرد	1
S S	7	14	a	شریکم سود شرکت را تقسیم با من کرد	4
S S	7	15	a	کارگردان انتقادی دریافت در مورد فیلم کرد	1
S S	7	16	a	یگان ویژه اعضای مافیا را محاصره با مهارت کرد	2
S S	7	17	a	او در مراسم ظاهر با اعتماد به نفس شد	2
S S	7	18	a	مجلس قانونی تصویب برای خانواده کرد	4
S S	7	19	a	مربی شانس بازیِ دوباره را دریغ از من کرد	3
S S	7	20	a	آوا فرزندش را ترجیح به مادرش داد	5
S S	7	21	a	ویراستار به سلیقه خود تصرف در کتاب کرد	5
S S	7	22	a	هنگامه پولی واریز برای من کرد	4
S S	7	23	a	من دیروز عیادت از خاله ام کردم	6
S S	7	24	a	پسرخاله ام اعزام به سربازی شد	6
S S	7	25	a	مادر سمیه حسابی تدارک برای مراسم دید	6
S S	7	26	a	مداح آیه ای قرائت از قرآن کرد	2
S S	7	27	a	پدر کودکش را حفاظت از خطر کرد	4
S S	7	28	a	معلم نکات آموزنده ای تدریس به من کرد	4
S S	7	29	a	سعید تصمیم گرفت اقامت در ایران کند	4
S S	7	30	a	پلیس ناآرامی ها را سرکوب به راحتی کرد	2
S S	7	31	a	سیما نگهداری از مادرش می کرد	5
S S	7	32	a	پدربزرگم بعد از سالها همچنان عداوت با برادرش می کرد	5
S S	7	33	a	دانش آموزان آن را در آزمایشگاه تجزیه به موادش کردند	2
S S	7	34	a	شاهین به کمک پدرش تحصیل در آمریکا کرد	2
S S	7	35	a	مدیر جدید قوانینی اعمال در سازمان کرد	2
S S	7	36	a	دشمن شهر را نابود با بی رحمی کرد	2
S S	7	1	b	مریم آرزویی برای من کرد	6
S S	7	2	b	علی آهنگی برای من زد	6
S S	7	3	b	مادرم دعایی برای من کرد	7
S S	7	4	b	حمید تقاضایی از مینا کرد	6
S S	7	5	b	حسن شکایتی از همسایه اش کرد	6
S S	7	6	b	خبرنگار برداشتی از حرفهای من کرد	6
S S	7	7	b	سپیده تحلیلی از مقاله کرد	5
S S	7	8	b	سارا انتظاری از من داشت	5
S S	7	9	b	همکارم سهمی از شرکت برد	6
S S	7	10	b	من خواهشی از مهسا کردم	6
S S	7	11	b	الهام عطری به لباسش زد	6
S S	7	12	b	محسن اتهامی به من زد	7
S S	7	13	b	رضا لبخندی به من زد	6
S S	7	14	b	مژگان تهمتی به من زد	6
S S	7	15	b	همسرم ضربه ای به من زد	7
S S	7	16	b	فرزاد حرفی به من زد	6
S S	7	17	b	معلم توصیه ای به من کرد	7
S S	7	18	b	کوروش نصیحتی به من کرد	6
S S	7	19	b	شبنم پیشنهادی به من داد	7
S S	7	20	b	بهنام راهنمایی به من کرد	4
S S	7	21	b	همسایه ام تذکری به من داد	6
S S	7	22	b	نیما سفارشی به من کرد	6
S S	7	23	b	آدم رباها هشداری به من دادند	6
S S	7	24	b	فرهاد قولی به من داد	7
S S	7	25	b	میترا دروغی به من گفت	6
S S	7	26	b	نیلوفر پیشرفتی در مدرسه کرد	6
S S	7	27	b	مجید لطفی به من کرد	6
S S	7	28	b	استاد صحبتی با شاگردش کرد	7
S S	7	29	b	سینا قراری با ندا گذاشت	6
S S	7	30	b	من حدسی در مورد ستاره زدم	6
S S	7	31	b	پژمان قضاوتی در مورد من کرد	6
S S	7	32	b	کاوه حسی در مورد پریسا کرد	2
S S	7	33	b	حامد استدلالی در مورد مسئله کرد	6
S S	7	34	b	حسین اشتباهی در مورد همسرش کرد	7
S S	7	35	b	نازنین تصمیمی در مورد خودش گرفت	6
S S	7	36	b	مهدی اعتراضی در دادگاه کرد	7
S S	7	1	c	گلناز اتو به لباسش زد	6
S S	7	2	c	شهره اتومبیل با دوستش راند	4
S S	7	3	c	علیرضا اشک برای مادرش می ریخت	7
S S	7	4	c	رئیس امضا برای من کرد	4
S S	7	5	c	نرگس آب از خجالت شد	1
S S	7	6	c	لاستیک باد از حرارت کرد	2
S S	7	7	c	کارگر صیقل به شیشه داد	5
S S	7	8	c	"8.	بازیگر گل در سینما کرد"	3
S S	7	9	c	راحله گوش به حرفم داد	6
S S	7	10	c	گوشهایم یخ در سرما بست	4
S S	7	11	c	نوشین زمین با زانو خورد	2
S S	7	12	c	همسایه ام در با عجله زد	4
S S	7	13	c	لباس ها برق از تمیزی می زد	4
S S	7	14	c	مغازه دار تلمبه به دوچرخه زد	3
S S	7	15	c	اتفاقی رخ برای من داد	2
S S	7	16	c	فرشید شاخ از تعجب درآورد	1
S S	7	17	c	درخت سیب شکوفه در باغ داد	4
S S	7	18	c	دهانم قفل از ترس شد	3
S S	7	19	c	ماهرخ مسکن در پاریس گزید	4
S S	7	20	c	مار نیش به من زد	6
S S	7	21	c	من خار در جمع شدم	3
S S	7	22	c	خواهرم عکس را قاب با سلیقه کرد	1
S S	7	23	c	نادر پاکت را قیچی با احتیاط کرد	2
S S	7	24	c	سر تیر تا پایش می کشید	2
S S	7	25	c	نجار قفسه را تراش با دقت داد	3
S S	7	26	c	رویا آتش از عصبانیت گرفت	1
S S	7	27	c	امیرعلی درآمدش را دود با هروئین کرد	2
S S	7	28	c	شادی موج در چشمهایش می زد	1
S S	7	29	c	پلیس راهم را سد با ماشین کرد	2
S S	7	30	c	مجری تپق در برنامه زد	5
S S	7	31	c	مرتضی ماشینش را پارک جلوی در کرد	4
S S	7	32	c	غذای دیروز مزه به من داد	3
S S	7	33	c	خاطره ای نقش در ذهنم بست	5
S S	7	34	c	من چمدان را وزن با ترازو کردم	3
S S	7	35	c	کبوتر تخم در لانه گذاشت	3
S S	7	36	c	پونه سرما زیر باران خورد	3
S S	7	1	filler	من و بهاره دیروز با هم به مدرسه رفتیم	7
S S	7	2	filler	بالاخره داریوش تصمیم گرفت ماشینش را بفروشد	7
S S	7	3	filler	دیشب مهمانیِ دوستِ خواهرم خیلی خوش گذشت	5
S S	7	4	filler	آیدا باید همه‏ ی لباس‏ هایش را می‏ شست	7
S S	7	5	filler	احمد به امید فوتِ پدرش را تسلیت گفت	6
S S	7	6	filler	من دیروز همه ‏ی کلوچه ‏ها را خوردم	7
S S	7	7	filler	من با کمکِ همسایه دیوارِ حیاط را رنگ کردم	7
S S	7	8	filler	من در کودکی خیلی شیطنت می‏ کردم	7
S S	7	9	filler	من دیروز با شریکم قرار گذاشتم	7
S S	7	10	filler	پریناز دیشب به جشنِ تولدِ دوستش رفت	7
S S	7	11	filler	بعد از رفتن پروین آب از آب تکان نخورد	7
S S	7	12	filler	نظم این خانه قابل احترام است	6
S S	7	13	filler	دکتر گفت می‏ توانم ورزش کنم	7
S S	7	14	filler	من همیشه از هواپیما می ‏ترسیدم	7
S S	7	15	filler	سیامک روزبه را بخشید	7
S S	7	16	filler	پدرِ کیوان ورشکست شد	7
S S	7	17	filler	معلم حسابی تشویقم کرد	7
S S	7	18	filler	همکلاسیِ من خیلی درس می‏ خواند	7
S S	7	19	filler	غزاله دیروز ساعت‏ ها رویِ نیمکتِ پارک نشست	7
S S	7	20	filler	تو آدم بی‏ ملاحظه‏ ای هستی	7
S S	7	21	filler	زهره در دانشگاهِ آزاد پارسال قبول شد	5
S S	7	22	filler	من دیشب به خانه دوستانم را دعوت کردم	4
S S	7	23	filler	افسانه  از چیزی هیچ وقت شکایت نمی‏ کرد	7
S S	7	24	filler	نوید تصمیم گرفت برود به سربازی	6
S S	7	25	filler	خواب عمیقی دیشب کردم	4
S S	7	26	filler	من دیروز نخریدم هیچ لباسی	6
S S	7	27	filler	دیروز نتوانست داوود سر کار برود	4
S S	7	28	filler	زیاد الهه از قبولیش در دانشگاه خوشحال نبود	6
S S	7	29	filler	به خانه دخترخاله‏ ام دیشب رفته‏ بودم	6
S S	7	30	filler	به رستورانِ همیشگی رفتم من	6
S S	7	31	filler	به خاطرِ من پروانه تلویزیون را خاموش کرد	6
S S	7	32	filler	سهیل تصمیم گرفته بود که در جریان مادرش را بگذارد	4
S S	7	33	filler	خیلی آهنگ پیمان در من اثر گذاشت	7
S S	7	34	filler	پشتکار خوبی مهرداد دارد	6
S S	7	35	filler	من تماس با دوستم در لندن گرفتم	3
S S	7	36	filler	من فوتبالیست هیچ‏ وقت خوبی نبودم	5
S S	7	37	filler	ما زیر باران موش آب‏ کشیده آن شب شدیم	1
S S	7	38	filler	دیروز غذا مادرم نپخته بود	6
S S	7	39	filler	تمامِ روز را میلاد رانندگی کرد	7
S S	7	40	filler	من زود دیروز به خانه برگشتم	5
S S	7	41	filler	بیژن رادیو اهلِ نیست	1
S S	7	42	filler	"42.	شهاب و آوا  از با هم شمال برگشتند"	2
S S	7	43	filler	فرید از کار پشیمان خود نبود	3
S S	7	44	filler	با دیروز دوستانم به رستوران رفتم	1
S S	7	45	filler	محمود خرید مسئول خواروبار بود	2
S S	7	46	filler	شیما گم زمان را کرده بود	1
S S	7	47	filler	من مونا را دیده همین تازگی ‏ بودم	1
S S	7	48	filler	محمد یک به زهرا انگشتر هدیه داد	1
S S	7	49	filler	دیشب زیاد اشتها آزاده نداشت	2
S S	7	50	filler	من از خوشم شوخیِ دیروزِ سحر نیامد	1
S S	7	51	filler	چشم‏های قرمز فریبا شده بود	1
S S	7	52	filler	متوجه هانیه اشتباهش شد	1
S S	7	53	filler	ابراهیم همان را ادامه کار قدیمی داد	3
S S	7	54	filler	فهیمه سر دو هفته پیش کار نرفت	1
S S	7	55	filler	دختر خوش ژاله ‏سلیقه ‏ای است	1
S S	7	56	filler	برای من اصلا برادرم اهمیت ندارم	1
S S	7	57	filler	من مشکل آدم ‏پسندی هستم	1
S S	7	58	filler	پدر کیوان محکمی مرد ‏است	1
S S	7	59	filler	برگشتنم عجیب برای همه بود	5
S S	7	60	filler	خانه ی خیلی مادربزرگم قدیمی است	1
M N	8	1	a	رئیسم مرا اخراج از کار کرد	6
M N	8	2	a	همکارم نامه ای ارسال به من کرد	6
M N	8	3	a	مدیرعامل کارمندان جدیدی استخدام در شرکت کرد	6
M N	8	4	a	دوستم در مورد این خبر اطلاع به من داد	7
M N	8	5	a	استادم نظرش را در مورد این مقاله اظهار به من کرد	6
M N	8	6	a	دانشمندان موادی استخراج از نفت کردند	6
M N	8	7	a	رستوران جدیدی افتتاح در محل شد	6
M N	8	8	a	دخترم کار خود را آغاز در شرکت کرد	6
M N	8	9	a	پدر مرا صبح زود بیدار از خوا ب کرد	4
M N	8	10	a	دوستم سعی می کرد مرا تحریک با حرفهایش کند	6
M N	8	11	a	نسرین بالاخره توانست تحقق به آرزویش ببخشد	7
M N	8	12	a	همسرم دائم نظرش را تحمیل به من می کرد	6
M N	8	13	a	مشاور آینده روشنی را ترسیم برای من کرد	6
M N	8	14	a	شریکم سود شرکت را تقسیم با من کرد	6
M N	8	15	a	کارگردان انتقادی دریافت در مورد فیلم کرد	3
M N	8	16	a	یگان ویژه اعضای مافیا را محاصره با مهارت کرد	3
M N	8	17	a	او در مراسم ظاهر با اعتماد به نفس شد	2
M N	8	18	a	مجلس قانونی تصویب برای خانواده کرد	5
M N	8	19	a	مربی شانس بازیِ دوباره را دریغ از من کرد	6
M N	8	20	a	آوا فرزندش را ترجیح به مادرش داد	6
M N	8	21	a	ویراستار به سلیقه خود تصرف در کتاب کرد	7
M N	8	22	a	هنگامه پولی واریز برای من کرد	6
M N	8	23	a	من دیروز عیادت از خاله ام کردم	6
M N	8	24	a	پسرخاله ام اعزام به سربازی شد	7
